bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
09,09278,2,5,4,2,2,9,2021-04-17 12:15:00,9,2
09,09279,2,4,2,2,3,19,2021-04-17 12:15:00,19,3
09,09361,3,8,4,1,11,22,2021-04-17 12:15:00,17,5
09,09362,7,49,36,4,32,182,2021-04-17 12:15:00,166,19
09,09363,3,12,8,1,8,56,2021-04-17 12:15:00,50,3
09,09371,1,3,2,1,2,8,2021-04-17 12:15:00,8,2
09,09372,1,6,5,1,5,9,2021-04-17 12:15:00,9,5
09,09373,1,4,4,1,4,18,2021-04-17 12:15:00,18,4
09,09375,2,2,1,2,0,14,2021-04-17 12:15:00,14,0
09,09376,4,8,4,4,7,17,2021-04-17 12:15:00,17,7
09,09377,2,6,2,2,4,15,2021-04-17 12:15:00,15,4
09,09461,5,6,2,1,18,35,2021-04-17 12:15:00,25,8
09,09462,7,11,9,2,6,56,2021-04-17 12:15:00,54,0
09,09463,3,5,3,1,9,32,2021-04-17 12:15:00,28,4
09,09464,3,8,1,1,12,21,2021-04-17 12:15:00,20,7
09,09471,2,4,1,2,3,13,2021-04-17 12:15:00,13,3
09,09472,1,0,0,1,4,3,2021-04-17 12:15:00,3,4
09,09474,2,3,2,2,8,6,2021-04-17 12:15:00,6,8
09,09475,2,9,8,2,5,12,2021-04-17 12:15:00,12,5
09,09476,1,3,1,1,3,11,2021-04-17 12:15:00,11,3
09,09477,1,8,7,1,1,26,2021-04-17 12:15:00,26,1
09,09478,3,5,4,3,10,35,2021-04-17 12:15:00,35,10
09,09479,2,2,1,2,14,6,2021-04-17 12:15:00,6,14
09,09561,2,6,1,2,6,19,2021-04-17 12:15:00,19,6
09,09562,5,29,27,3,15,129,2021-04-17 12:15:00,112,5
09,09563,3,11,5,1,4,45,2021-04-17 12:15:00,39,1
09,09564,12,41,32,6,37,167,2021-04-17 12:15:00,145,24
09,09565,1,1,0,1,0,4,2021-04-17 12:15:00,4,0
09,09571,3,6,3,3,7,14,2021-04-17 12:15:00,14,7
09,09572,1,2,1,1,0,5,2021-04-17 12:15:00,5,0
09,09574,3,6,6,3,3,21,2021-04-17 12:15:00,21,3
09,09575,2,3,3,2,6,39,2021-04-17 12:15:00,39,6
09,09576,1,1,1,1,1,5,2021-04-17 12:15:00,5,1
09,09577,2,4,1,2,2,14,2021-04-17 12:15:00,14,2
09,09661,3,11,6,1,4,51,2021-04-17 12:15:00,39,3
09,09662,4,14,4,2,11,60,2021-04-17 12:15:00,48,9
09,09663,4,17,14,2,16,121,2021-04-17 12:15:00,120,14
09,09671,1,1,1,1,2,5,2021-04-17 12:15:00,5,2
09,09672,4,3,3,4,8,35,2021-04-17 12:15:00,35,8
09,09673,1,27,4,1,13,128,2021-04-17 12:15:00,128,13
09,09674,2,1,1,2,4,5,2021-04-17 12:15:00,5,4
09,09675,1,1,1,1,0,9,2021-04-17 12:15:00,9,0
09,09676,1,2,1,1,0,10,2021-04-17 12:15:00,10,0
09,09677,1,1,1,1,4,4,2021-04-17 12:15:00,4,4
09,09678,2,1,0,2,2,4,2021-04-17 12:15:00,4,2
09,09679,1,1,1,1,2,7,2021-04-17 12:15:00,7,2
09,09761,6,30,11,3,28,124,2021-04-17 12:15:00,88,13
09,09762,1,8,5,1,2,14,2021-04-17 12:15:00,14,2
09,09763,3,5,1,1,6,36,2021-04-17 12:15:00,22,2
09,09764,3,9,5,1,3,25,2021-04-17 12:15:00,18,0
09,09771,2,5,5,2,1,19,2021-04-17 12:15:00,19,1
09,09772,2,3,1,2,3,10,2021-04-17 12:15:00,10,3
09,09773,2,5,3,2,3,11,2021-04-17 12:15:00,11,3
09,09774,4,9,5,4,8,38,2021-04-17 12:15:00,38,8
09,09775,2,7,1,2,2,14,2021-04-17 12:15:00,14,2
09,09776,2,5,1,2,3,9,2021-04-17 12:15:00,9,3
09,09777,3,7,2,3,4,14,2021-04-17 12:15:00,14,4
09,09778,2,3,0,2,3,9,2021-04-17 12:15:00,9,3
09,09779,3,8,6,3,1,22,2021-04-17 12:15:00,22,1
09,09780,2,7,5,2,1,15,2021-04-17 12:15:00,15,1
10,10041,9,37,16,7,24,156,2021-04-17 12:15:00,144,20
10,10042,1,0,0,1,5,7,2021-04-17 12:15:00,7,5
10,10043,5,1,1,3,10,26,2021-04-17 12:15:00,22,4
10,10044,4,2,0,3,12,48,2021-04-17 12:15:00,41,6
10,10045,4,25,10,2,37,155,2021-04-17 12:15:00,141,35
10,10046,1,1,1,1,3,10,2021-04-17 12:15:00,10,3
11,11000,64,311,224,41,142,1103,2021-04-17 12:15:00,1011,120
12,12051,4,6,2,3,19,52,2021-04-17 12:15:00,46,9
12,12052,3,17,10,2,26,75,2021-04-17 12:15:00,66,23
12,12053,1,8,7,1,1,14,2021-04-17 12:15:00,14,1
12,12054,6,14,11,4,19,61,2021-04-17 12:15:00,42,15
12,12060,2,10,7,2,9,56,2021-04-17 12:15:00,56,9
12,12061,5,8,2,5,5,32,2021-04-17 12:15:00,32,5
12,12062,3,9,5,3,2,16,2021-04-17 12:15:00,16,2
12,12063,4,6,2,2,8,15,2021-04-17 12:15:00,15,4
12,12064,3,10,5,3,1,22,2021-04-17 12:15:00,22,1
12,12065,5,12,8,5,6,29,2021-04-17 12:15:00,29,6
12,12066,1,3,1,1,2,16,2021-04-17 12:15:00,16,2
12,12067,3,15,3,3,16,47,2021-04-17 12:15:00,47,16
12,12068,3,15,7,3,8,50,2021-04-17 12:15:00,50,8
12,12069,3,10,8,3,5,62,2021-04-17 12:15:00,62,5
12,12070,2,4,2,2,2,12,2021-04-17 12:15:00,12,2
12,12071,3,2,0,3,8,12,2021-04-17 12:15:00,12,8
12,12072,2,0,0,2,3,7,2021-04-17 12:15:00,7,3
12,12073,4,3,0,4,10,26,2021-04-17 12:15:00,26,10
13,13003,4,11,8,2,23,87,2021-04-17 12:15:00,79,13
13,13004,3,10,7,1,14,58,2021-04-17 12:15:00,46,4
13,13071,7,13,8,5,9,73,2021-04-17 12:15:00,62,7
13,13072,6,5,3,4,15,34,2021-04-17 12:15:00,34,15
13,13073,3,4,1,3,5,40,2021-04-17 12:15:00,40,5
13,13074,2,2,1,2,3,11,2021-04-17 12:15:00,11,3
13,13075,9,19,3,7,32,143,2021-04-17 12:15:00,134,25
13,13076,7,5,3,7,24,100,2021-04-17 12:15:00,100,24
14,14511,7,50,32,3,17,167,2021-04-17 12:15:00,151,7
14,14521,7,48,25,6,9,83,2021-04-17 12:15:00,81,7
14,14522,5,17,11,5,5,45,2021-04-17 12:15:00,45,5
14,14523,6,32,19,5,4,61,2021-04-17 12:15:00,60,3
14,14524,6,38,26,5,10,92,2021-04-17 12:15:00,90,10
14,14612,15,46,34,6,39,241,2021-04-17 12:15:00,220,30
14,14625,7,24,15,6,16,51,2021-04-17 12:15:00,51,16
14,14626,7,18,10,6,19,47,2021-04-17 12:15:00,45,15
14,14627,5,20,12,5,10,54,2021-04-17 12:15:00,54,10
14,14628,6,17,9,6,2,171,2021-04-17 12:15:00,171,2
14,14713,11,62,28,7,37,296,2021-04-17 12:15:00,260,21
14,14729,4,14,6,3,16,42,2021-04-17 12:15:00,37,13
14,14730,8,8,5,8,14,47,2021-04-17 12:15:00,47,14
15,15001,3,6,3,1,15,33,2021-04-17 12:15:00,25,11
15,15002,10,38,15,5,41,252,2021-04-17 12:15:00,237,29
15,15003,9,13,12,6,23,183,2021-04-17 12:15:00,166,15
15,15081,2,5,3,2,0,16,2021-04-17 12:15:00,16,0
15,15082,3,7,2,3,16,34,2021-04-17 12:15:00,34,16
15,15083,2,2,2,2,2,11,2021-04-17 12:15:00,11,2
15,15084,3,11,6,3,2,32,2021-04-17 12:15:00,32,2
15,15085,5,12,5,4,6,55,2021-04-17 12:15:00,51,2
15,15086,2,4,4,2,0,26,2021-04-17 12:15:00,26,0
15,15087,3,12,4,3,3,22,2021-04-17 12:15:00,22,3
15,15088,2,7,1,2,4,18,2021-04-17 12:15:00,18,4
15,15089,4,11,7,4,5,33,2021-04-17 12:15:00,33,5
15,15090,3,3,1,2,8,16,2021-04-17 12:15:00,16,5
15,15091,4,7,4,2,8,25,2021-04-17 12:15:00,25,6
16,16051,3,23,11,2,13,66,2021-04-17 12:15:00,64,11
16,16052,1,24,13,1,1,49,2021-04-17 12:15:00,49,1
16,16053,3,26,14,1,18,109,2021-04-17 12:15:00,92,5
16,16054,2,14,7,1,7,27,2021-04-17 12:15:00,20,4
16,16055,1,1,1,1,2,12,2021-04-17 12:15:00,12,2
16,16056,1,9,6,1,2,22,2021-04-17 12:15:00,22,2
16,16061,2,6,2,2,4,13,2021-04-17 12:15:00,13,4
16,16062,4,15,11,3,15,50,2021-04-17 12:15:00,43,7
16,16063,3,22,10,3,9,66,2021-04-17 12:15:00,66,9
16,16064,4,1,0,3,3,14,2021-04-17 12:15:00,14,1
16,16065,1,2,0,1,1,6,2021-04-17 12:15:00,6,1
16,16066,2,13,6,2,4,38,2021-04-17 12:15:00,38,4
16,16067,2,10,5,2,5,14,2021-04-17 12:15:00,14,5
16,16068,1,3,1,1,0,6,2021-04-17 12:15:00,6,0
16,16069,1,0,0,1,1,5,2021-04-17 12:15:00,5,1
16,16070,3,4,3,2,3,14,2021-04-17 12:15:00,13,3
16,16071,3,20,17,3,10,80,2021-04-17 12:15:00,80,10
16,16072,1,1,0,1,4,4,2021-04-17 12:15:00,4,4
16,16073,1,12,5,1,7,15,2021-04-17 12:15:00,15,7
16,16074,1,0,0,1,0,8,2021-04-17 12:15:00,8,0
16,16075,1,3,1,1,0,5,2021-04-17 12:15:00,5,0
16,16076,1,4,2,1,3,9,2021-04-17 12:15:00,9,3
16,16077,2,6,5,1,2,27,2021-04-17 12:15:00,26,2

01,01001,3,3,3,2,6,36,2021-04-18 12:15:00,33,3
01,01002,5,8,8,3,50,116,2021-04-18 12:15:00,115,45
01,01003,2,4,3,2,33,103,2021-04-18 12:15:00,103,33
01,01004,1,0,0,1,4,21,2021-04-18 12:15:00,21,4
01,01051,1,0,0,1,1,37,2021-04-18 12:15:00,37,1
01,01053,2,2,1,2,4,14,2021-04-18 12:15:00,14,4
01,01054,3,1,1,3,10,14,2021-04-18 12:15:00,14,10
01,01055,3,1,1,3,16,32,2021-04-18 12:15:00,32,16
01,01056,2,5,0,2,4,26,2021-04-18 12:15:00,26,4
01,01057,1,3,1,1,6,6,2021-04-18 12:15:00,6,6
01,01058,5,5,3,3,12,30,2021-04-18 12:15:00,28,8
01,01059,1,1,0,1,5,19,2021-04-18 12:15:00,19,5
01,01060,4,6,3,4,20,69,2021-04-18 12:15:00,69,20
01,01061,3,5,1,1,14,29,2021-04-18 12:15:00,23,7
01,01062,3,7,5,3,7,23,2021-04-18 12:15:00,23,7
02,02000,34,111,65,24,111,546,2021-04-18 12:15:00,476,73
03,03101,7,17,7,5,31,101,2021-04-18 12:15:00,89,26
03,03102,2,9,7,2,6,23,2021-04-18 12:15:00,23,6
03,03103,3,9,5,1,3,32,2021-04-18 12:15:00,26,0
03,03151,1,7,2,1,0,12,2021-04-18 12:15:00,12,0
03,03153,3,4,3,3,1,23,2021-04-18 12:15:00,23,1
03,03154,1,6,6,1,1,17,2021-04-18 12:15:00,17,1
03,03155,2,1,1,2,6,10,2021-04-18 12:15:00,10,6
03,03157,1,3,3,1,0,16,2021-04-18 12:15:00,16,0
03,03158,1,1,1,1,5,11,2021-04-18 12:15:00,11,5
03,03159,8,33,22,7,20,145,2021-04-18 12:15:00,128,16
03,03241,19,58,38,16,44,343,2021-04-18 12:15:00,305,36
03,03251,3,1,0,3,4,13,2021-04-18 12:15:00,13,4
03,03252,6,7,4,4,20,52,2021-04-18 12:15:00,51,15
03,03254,7,9,3,4,22,51,2021-04-18 12:15:00,48,15
03,03255,1,1,0,1,3,8,2021-04-18 12:15:00,8,3
03,03256,1,2,2,1,6,18,2021-04-18 12:15:00,18,6
03,03257,1,8,2,1,0,22,2021-04-18 12:15:00,22,0
03,03351,2,5,4,1,4,25,2021-04-18 12:15:00,19,3
03,03352,2,2,0,2,6,6,2021-04-18 12:15:00,6,6
03,03353,3,6,5,3,7,27,2021-04-18 12:15:00,27,7
03,03354,1,1,1,1,0,5,2021-04-18 12:15:00,5,0
03,03355,3,4,2,1,8,32,2021-04-18 12:15:00,21,3
03,03356,3,1,0,2,6,8,2021-04-18 12:15:00,8,6
03,03357,3,6,1,2,8,24,2021-04-18 12:15:00,23,5
03,03358,2,4,3,2,3,15,2021-04-18 12:15:00,15,3
03,03359,3,6,3,2,4,27,2021-04-18 12:15:00,27,1
03,03360,2,3,3,2,4,72,2021-04-18 12:15:00,72,4
03,03361,2,0,0,2,2,13,2021-04-18 12:15:00,13,2
03,03401,1,1,0,1,1,13,2021-04-18 12:15:00,13,1
03,03402,1,1,1,1,9,10,2021-04-18 12:15:00,10,9
03,03403,6,18,11,3,13,111,2021-04-18 12:15:00,87,12
03,03404,5,19,14,4,36,93,2021-04-18 12:15:00,81,32
03,03405,2,5,3,1,7,19,2021-04-18 12:15:00,15,3
03,03451,3,3,1,2,6,27,2021-04-18 12:15:00,27,6
03,03452,4,5,1,3,4,33,2021-04-18 12:15:00,25,4
03,03453,3,4,1,3,5,18,2021-04-18 12:15:00,18,5
03,03454,10,13,7,6,29,62,2021-04-18 12:15:00,50,13
03,03455,2,2,1,2,10,23,2021-04-18 12:15:00,23,10
03,03456,1,6,3,1,1,24,2021-04-18 12:15:00,24,1
03,03457,6,4,1,4,7,25,2021-04-18 12:15:00,25,2
03,03458,1,3,1,1,0,7,2021-04-18 12:15:00,7,0
03,03459,7,3,2,6,28,71,2021-04-18 12:15:00,71,28
03,03460,5,3,2,3,8,23,2021-04-18 12:15:00,21,2
03,03461,2,6,1,2,1,11,2021-04-18 12:15:00,11,1
03,03462,1,1,1,1,0,8,2021-04-18 12:15:00,8,0
04,04011,10,44,28,9,11,137,2021-04-18 12:15:00,129,5
04,04012,4,9,6,3,18,40,2021-04-18 12:15:00,35,8
05,05111,14,52,39,11,24,275,2021-04-18 12:15:00,251,19
05,05112,16,37,26,9,30,170,2021-04-18 12:15:00,151,20
05,05113,15,48,40,12,34,348,2021-04-18 12:15:00,325,27
05,05114,7,15,6,4,21,69,2021-04-18 12:15:00,56,19
05,05116,6,13,5,4,6,86,2021-04-18 12:15:00,80,5
05,05117,2,7,4,2,5,31,2021-04-18 12:15:00,31,5
05,05119,7,19,7,4,15,63,2021-04-18 12:15:00,54,11
05,05120,1,13,7,1,3,27,2021-04-18 12:15:00,27,3
05,05122,4,20,12,3,15,66,2021-04-18 12:15:00,64,13
05,05124,7,28,21,5,20,127,2021-04-18 12:15:00,118,15
05,05154,8,12,7,5,21,51,2021-04-18 12:15:00,51,13
05,05158,7,17,10,6,12,55,2021-04-18 12:15:00,55,9
05,05162,7,15,9,5,12,91,2021-04-18 12:15:00,85,4
05,05166,4,14,4,4,3,30,2021-04-18 12:15:00,30,3
05,05170,11,25,12,8,40,95,2021-04-18 12:15:00,94,32
05,05314,18,37,26,11,20,272,2021-04-18 12:15:00,212,16
05,05315,31,117,75,18,30,419,2021-04-18 12:15:00,363,26
05,05316,5,16,8,2,13,77,2021-04-18 12:15:00,61,5
05,05334,13,22,18,7,27,279,2021-04-18 12:15:00,259,25
05,05358,7,14,8,5,10,55,2021-04-18 12:15:00,49,8
05,05362,7,19,12,7,20,55,2021-04-18 12:15:00,55,20
05,05366,3,2,1,3,7,23,2021-04-18 12:15:00,23,7
05,05370,3,6,2,3,0,37,2021-04-18 12:15:00,37,0
05,05374,6,19,10,6,17,71,2021-04-18 12:15:00,71,17
05,05378,4,14,7,4,2,36,2021-04-18 12:15:00,36,2
05,05382,7,19,10,6,17,69,2021-04-18 12:15:00,60,14
05,05512,2,2,1,2,11,29,2021-04-18 12:15:00,29,11
05,05513,7,16,10,4,18,72,2021-04-18 12:15:00,59,5
05,05515,9,21,14,7,18,244,2021-04-18 12:15:00,230,17
05,05554,6,17,6,5,15,62,2021-04-18 12:15:00,62,13
05,05558,5,4,1,3,10,28,2021-04-18 12:15:00,18,10
05,05562,15,44,19,14,31,190,2021-04-18 12:15:00,168,21
05,05566,7,14,5,5,30,74,2021-04-18 12:15:00,68,21
05,05570,6,16,6,5,10,36,2021-04-18 12:15:00,36,8
05,05711,6,25,13,4,16,140,2021-04-18 12:15:00,118,12
05,05754,4,11,6,4,6,44,2021-04-18 12:15:00,44,6
05,05758,5,9,6,3,7,55,2021-04-18 12:15:00,46,6
05,05762,6,1,0,5,9,26,2021-04-18 12:15:00,22,9
05,05766,2,8,5,2,3,47,2021-04-18 12:15:00,47,3
05,05770,9,20,14,6,32,189,2021-04-18 12:15:00,166,28
05,05774,7,18,15,5,16,81,2021-04-18 12:15:00,69,13
05,05911,8,22,11,6,29,160,2021-04-18 12:15:00,141,27
05,05913,9,31,24,9,34,246,2021-04-18 12:15:00,246,34
05,05914,7,18,10,5,9,81,2021-04-18 12:15:00,75,5
05,05915,7,8,3,5,16,76,2021-04-18 12:15:00,63,7
05,05916,4,16,10,4,9,54,2021-04-18 12:15:00,54,9
05,05954,8,11,6,6,33,98,2021-04-18 12:15:00,66,28
05,05958,10,12,3,9,34,65,2021-04-18 12:15:00,62,29
05,05962,10,31,15,8,16,106,2021-04-18 12:15:00,103,11
05,05966,3,4,2,3,10,18,2021-04-18 12:15:00,18,10
05,05970,8,14,6,7,32,110,2021-04-18 12:15:00,95,21
05,05974,9,5,3,7,17,67,2021-04-18 12:15:00,60,14
05,05978,8,10,5,8,16,94,2021-04-18 12:15:00,94,16
06,06411,7,15,10,4,18,87,2021-04-18 12:15:00,57,3
06,06412,17,80,32,12,35,253,2021-04-18 12:15:00,228,31
06,06413,4,19,8,2,15,81,2021-04-18 12:15:00,71,12
06,06414,6,21,13,4,12,86,2021-04-18 12:15:00,75,12
06,06431,5,8,1,5,10,32,2021-04-18 12:15:00,32,10
06,06432,2,16,12,2,2,24,2021-04-18 12:15:00,24,2
06,06433,2,10,3,2,2,20,2021-04-18 12:15:00,20,2
06,06434,2,9,2,2,0,26,2021-04-18 12:15:00,26,0
06,06435,7,19,4,4,9,75,2021-04-18 12:15:00,69,1
06,06436,2,13,6,2,0,31,2021-04-18 12:15:00,31,0
06,06437,2,24,13,2,1,125,2021-04-18 12:15:00,125,1
06,06438,2,14,8,2,1,20,2021-04-18 12:15:00,20,1
06,06439,2,3,2,2,3,13,2021-04-18 12:15:00,13,3
06,06440,5,12,6,5,1,68,2021-04-18 12:15:00,68,1
06,06531,6,46,34,4,26,219,2021-04-18 12:15:00,200,23
06,06532,2,5,1,2,6,44,2021-04-18 12:15:00,44,6
06,06533,4,14,11,4,7,47,2021-04-18 12:15:00,47,7
06,06534,3,16,6,3,19,132,2021-04-18 12:15:00,132,19
06,06535,4,3,2,4,5,21,2021-04-18 12:15:00,21,5
06,06611,6,30,18,6,22,136,2021-04-18 12:15:00,136,22
06,06631,5,22,7,3,15,75,2021-04-18 12:15:00,69,10
06,06632,4,15,9,3,17,41,2021-04-18 12:15:00,38,13
06,06633,4,4,1,4,10,24,2021-04-18 12:15:00,24,10
06,06634,3,7,4,3,4,26,2021-04-18 12:15:00,26,4
06,06635,7,7,1,7,23,89,2021-04-18 12:15:00,89,23
06,06636,3,8,2,3,8,24,2021-04-18 12:15:00,24,8
07,07111,6,14,5,4,27,82,2021-04-18 12:15:00,71,21
07,07131,2,2,0,2,3,15,2021-04-18 12:15:00,15,3
07,07132,2,4,0,2,6,8,2021-04-18 12:15:00,8,6
07,07133,6,3,2,4,14,34,2021-04-18 12:15:00,26,8
07,07134,2,0,0,2,7,15,2021-04-18 12:15:00,15,7
07,07135,2,0,0,2,4,7,2021-04-18 12:15:00,7,4
07,07137,3,7,5,3,12,23,2021-04-18 12:15:00,23,12
07,07138,8,13,3,5,23,48,2021-04-18 12:15:00,39,15
07,07140,2,3,2,2,10,6,2021-04-18 12:15:00,6,10
07,07141,5,7,6,5,7,24,2021-04-18 12:15:00,24,7
07,07143,4,9,6,4,6,24,2021-04-18 12:15:00,24,6
07,07211,6,8,4,3,15,71,2021-04-18 12:15:00,63,11
07,07231,2,3,1,2,9,15,2021-04-18 12:15:00,15,9
07,07232,2,1,0,2,5,10,2021-04-18 12:15:00,10,5
07,07233,2,2,1,2,2,14,2021-04-18 12:15:00,14,2
07,07235,2,2,1,2,5,12,2021-04-18 12:15:00,12,5
07,07311,1,4,1,1,1,14,2021-04-18 12:15:00,14,1
07,07312,3,14,5,1,18,92,2021-04-18 12:15:00,88,9
07,07313,3,5,1,2,10,18,2021-04-18 12:15:00,18,3
07,07314,6,24,10,4,22,97,2021-04-18 12:15:00,85,18
07,07315,2,18,9,2,16,97,2021-04-18 12:15:00,97,16
07,07316,1,4,3,1,2,13,2021-04-18 12:15:00,13,2
07,07317,2,3,1,1,6,10,2021-04-18 12:15:00,9,3
07,07318,3,12,7,2,4,24,2021-04-18 12:15:00,23,4
07,07319,3,8,4,1,9,43,2021-04-18 12:15:00,26,4
07,07320,1,0,0,1,5,9,2021-04-18 12:15:00,9,5
07,07331,1,0,0,1,4,4,2021-04-18 12:15:00,4,4
07,07332,2,5,2,2,1,13,2021-04-18 12:15:00,13,1
07,07333,2,0,0,2,8,4,2021-04-18 12:15:00,4,8
07,07334,2,6,4,2,2,19,2021-04-18 12:15:00,19,2
07,07335,1,1,0,1,7,7,2021-04-18 12:15:00,7,7
07,07336,1,2,1,1,1,15,2021-04-18 12:15:00,15,1
07,07337,2,0,0,2,5,8,2021-04-18 12:15:00,8,5
07,07339,1,2,0,1,0,13,2021-04-18 12:15:00,13,0
07,07340,1,0,0,1,8,1,2021-04-18 12:15:00,1,8
08,08111,12,49,26,10,32,232,2021-04-18 12:15:00,209,28
08,08115,6,15,5,4,7,41,2021-04-18 12:15:00,32,3
08,08116,8,23,11,4,10,69,2021-04-18 12:15:00,58,5
08,08117,5,14,7,3,8,41,2021-04-18 12:15:00,36,1
08,08118,5,26,18,4,3,91,2021-04-18 12:15:00,90,2
08,08119,4,21,10,2,10,51,2021-04-18 12:15:00,45,3
08,08121,3,19,7,1,9,52,2021-04-18 12:15:00,41,1
08,08125,2,9,4,2,7,43,2021-04-18 12:15:00,43,7
08,08126,1,2,1,1,0,7,2021-04-18 12:15:00,7,0
08,08127,4,16,7,2,8,42,2021-04-18 12:15:00,37,5
08,08128,4,6,6,3,21,39,2021-04-18 12:15:00,32,12
08,08135,2,7,4,1,4,16,2021-04-18 12:15:00,14,0
08,08136,8,16,5,4,15,59,2021-04-18 12:15:00,47,8
08,08211,3,10,8,1,7,21,2021-04-18 12:15:00,12,6
08,08212,6,20,12,4,11,115,2021-04-18 12:15:00,104,10
08,08215,3,14,6,3,18,34,2021-04-18 12:15:00,34,18
08,08216,2,0,0,2,2,10,2021-04-18 12:15:00,10,2
08,08221,8,25,20,6,39,208,2021-04-18 12:15:00,181,27
08,08222,6,27,19,3,6,120,2021-04-18 12:15:00,101,2
08,08225,3,3,2,3,5,15,2021-04-18 12:15:00,15,5
08,08226,4,8,2,4,8,31,2021-04-18 12:15:00,31,8
08,08231,4,11,7,2,10,54,2021-04-18 12:15:00,46,8
08,08235,2,6,3,2,2,19,2021-04-18 12:15:00,19,2
08,08236,2,3,0,2,8,5,2021-04-18 12:15:00,5,8
08,08237,1,4,2,1,3,9,2021-04-18 12:15:00,9,3
08,08311,7,30,15,4,52,174,2021-04-18 12:15:00,151,39
08,08315,3,4,0,3,3,26,2021-04-18 12:15:00,26,3
08,08316,3,12,3,3,3,89,2021-04-18 12:15:00,89,3
08,08317,8,22,7,6,18,75,2021-04-18 12:15:00,69,12
08,08325,2,4,0,2,1,9,2021-04-18 12:15:00,9,1
08,08326,6,10,1,2,12,45,2021-04-18 12:15:00,39,7
08,08327,1,1,0,1,1,11,2021-04-18 12:15:00,11,1
08,08335,10,11,3,6,22,71,2021-04-18 12:15:00,58,16
08,08336,2,2,0,2,7,23,2021-04-18 12:15:00,11,7
08,08337,1,4,4,1,1,9,2021-04-18 12:15:00,9,1
08,08415,3,11,1,1,10,34,2021-04-18 12:15:00,17,3
08,08416,5,14,13,2,7,99,2021-04-18 12:15:00,72,5
08,08417,1,7,4,1,7,18,2021-04-18 12:15:00,18,7
08,08421,5,26,19,4,23,112,2021-04-18 12:15:00,96,17
08,08425,2,4,2,2,2,12,2021-04-18 12:15:00,12,2
08,08426,1,5,3,1,1,13,2021-04-18 12:15:00,13,1
08,08435,5,5,3,3,15,51,2021-04-18 12:15:00,49,12
08,08436,6,16,9,4,18,52,2021-04-18 12:15:00,52,6
08,08437,2,4,3,2,2,12,2021-04-18 12:15:00,12,2
09,09161,1,18,10,1,12,42,2021-04-18 12:15:00,42,12
09,09162,36,106,58,25,50,531,2021-04-18 12:15:00,454,41
09,09163,3,8,5,1,6,39,2021-04-18 12:15:00,29,2
09,09171,3,6,1,2,3,25,2021-04-18 12:15:00,19,2
09,09172,3,3,2,3,3,19,2021-04-18 12:15:00,19,3
09,09173,2,6,5,2,1,23,2021-04-18 12:15:00,23,1
09,09174,1,4,2,1,0,26,2021-04-18 12:15:00,26,0
09,09175,1,3,1,1,2,16,2021-04-18 12:15:00,16,2
09,09176,3,3,2,3,11,42,2021-04-18 12:15:00,42,11
09,09177,1,4,0,1,0,19,2021-04-18 12:15:00,19,0
09,09178,1,5,3,1,1,13,2021-04-18 12:15:00,13,1
09,09179,1,6,3,1,1,11,2021-04-18 12:15:00,11,1
09,09180,4,9,4,2,9,62,2021-04-18 12:15:00,55,8
09,09181,2,1,0,1,8,5,2021-04-18 12:15:00,5,5
09,09182,1,0,0,1,5,21,2021-04-18 12:15:00,21,5
09,09183,1,4,2,1,3,11,2021-04-18 12:15:00,11,3
09,09184,2,0,0,2,1,9,2021-04-18 12:15:00,9,1
09,09185,4,4,0,2,15,19,2021-04-18 12:15:00,12,2
09,09186,1,2,2,1,1,7,2021-04-18 12:15:00,7,1
09,09187,5,11,6,5,2,63,2021-04-18 12:15:00,63,2
09,09188,6,8,4,5,14,38,2021-04-18 12:15:00,35,14
09,09189,4,11,7,3,6,49,2021-04-18 12:15:00,42,3
09,09190,3,2,2,3,9,15,2021-04-18 12:15:00,15,9
09,09261,5,13,8,3,7,55,2021-04-18 12:15:00,39,3
09,09262,4,9,6,2,13,34,2021-04-18 12:15:00,27,6
09,09263,1,7,7,1,4,26,2021-04-18 12:15:00,26,4
09,09271,2,10,7,2,6,32,2021-04-18 12:15:00,32,6
09,09272,2,5,3,2,3,15,2021-04-18 12:15:00,15,3
09,09273,3,7,2,3,3,11,2021-04-18 12:15:00,11,3
09,09274,1,5,1,1,0,6,2021-04-18 12:15:00,6,0
09,09275,2,11,4,2,6,22,2021-04-18 12:15:00,22,6
09,09276,2,6,4,2,5,8,2021-04-18 12:15:00,8,5
09,09277,2,4,4,2,2,14,2021-04-18 12:15:00,14,2
09,09278,2,7,6,2,1,10,2021-04-18 12:15:00,10,1
09,09279,2,4,2,2,3,19,2021-04-18 12:15:00,19,3
09,09361,3,9,4,1,13,20,2021-04-18 12:15:00,15,7
09,09362,7,51,36,4,28,183,2021-04-18 12:15:00,168,15
09,09363,3,11,7,1,8,56,2021-04-18 12:15:00,50,3
09,09371,1,3,2,1,1,9,2021-04-18 12:15:00,9,1
09,09372,1,6,5,1,3,11,2021-04-18 12:15:00,11,3
09,09373,1,4,4,1,0,22,2021-04-18 12:15:00,22,0
09,09375,2,1,1,2,4,10,2021-04-18 12:15:00,10,4
09,09376,4,6,4,4,7,16,2021-04-18 12:15:00,16,7
09,09377,2,6,2,2,7,12,2021-04-18 12:15:00,12,7
